Date,Component,Type,Event,Event ID
2026-08-18 08:17:44,sflib,STATUS,sfp_github module loaded.,2547
2026-08-18 08:17:44,sflib,STATUS,sfp_yandexdns module loaded.,2548
2026-08-18 08:17:44,sflib,STATUS,sfp_apple_itunes module loaded.,2549
2026-08-18 08:17:44,sflib,STATUS,sfp_binaryedge module loaded.,2550
2026-08-18 08:17:44,sflib,STATUS,sfp_citadel module loaded.,2551
2026-08-18 08:17:44,sflib,STATUS,sfp_trumail module loaded.,2552
2026-08-18 08:17:44,sflib,STATUS,sfp_etherscan module loaded.,2553
2026-08-18 08:17:44,sflib,STATUS,sfp_psbdmp module loaded.,2554
2026-08-18 08:17:44,sflib,STATUS,sfp_venmo module loaded.,2555
2026-08-18 08:17:44,sflib,STATUS,sfp_phone module loaded.,2556
2026-08-18 08:17:44,sflib,STATUS,sfp_azureblobstorage module loaded.,2557
2026-08-18 08:17:44,sflib,STATUS,sfp_stevenblack_hosts module loaded.,2558
2026-08-18 08:17:44,sflib,STATUS,sfp_multiproxy module loaded.,2559
2026-08-18 08:17:44,sflib,STATUS,sfp_scylla module loaded.,2560
2026-08-18 08:17:44,sflib,STATUS,sfp_spur module loaded.,2561
2026-08-18 08:17:44,sflib,STATUS,sfp_crt module loaded.,2562
2026-08-18 08:17:44,sflib,STATUS,sfp_riskiq module loaded.,2563
2026-08-18 08:17:44,sflib,STATUS,sfp_h1nobbdde module loaded.,2564
2026-08-18 08:17:44,sflib,STATUS,sfp_circllu module loaded.,2565
2026-08-18 08:17:44,sflib,STATUS,sfp_googlesearch module loaded.,2566
2026-08-18 08:17:44,sflib,STATUS,sfp_bingsearch module loaded.,2567
2026-08-18 08:17:44,sflib,STATUS,sfp_badpackets module loaded.,2568
2026-08-18 08:17:44,sflib,STATUS,sfp_hostio module loaded.,2569
2026-08-18 08:17:44,sflib,STATUS,sfp_fullhunt module loaded.,2570
2026-08-18 08:17:44,sflib,STATUS,sfp_hunter module loaded.,2571
2026-08-18 08:17:44,sflib,STATUS,sfp_comodo module loaded.,2572
2026-08-18 08:17:44,sflib,STATUS,sfp_pastebin module loaded.,2573
2026-08-18 08:17:44,sflib,STATUS,sfp_whoisology module loaded.,2574
2026-08-18 08:17:44,sflib,STATUS,sfp_slideshare module loaded.,2575
2026-08-18 08:17:44,sflib,STATUS,sfp_haveibeenpwned module loaded.,2576
2026-08-18 08:17:44,sflib,STATUS,sfp_xforce module loaded.,2577
2026-08-18 08:17:44,sflib,STATUS,sfp_voipbl module loaded.,2578
2026-08-18 08:17:44,sflib,STATUS,sfp_virustotal module loaded.,2579
2026-08-18 08:17:44,sflib,STATUS,sfp_abuseipdb module loaded.,2580
2026-08-18 08:17:44,sflib,STATUS,sfp_wigle module loaded.,2581
2026-08-18 08:17:44,sflib,STATUS,sfp_hybrid_analysis module loaded.,2582
2026-08-18 08:17:44,sflib,STATUS,sfp_pgp module loaded.,2583
2026-08-18 08:17:44,sflib,STATUS,sfp_wikipediaedits module loaded.,2584
2026-08-18 08:17:44,sflib,STATUS,sfp_dronebl module loaded.,2585
2026-08-18 08:17:44,sflib,STATUS,sfp_openphish module loaded.,2586
2026-08-18 08:17:44,sflib,STATUS,sfp_gravatar module loaded.,2587
2026-08-18 08:17:44,sflib,STATUS,sfp_myspace module loaded.,2588
2026-08-18 08:17:44,sflib,STATUS,sfp_emailrep module loaded.,2589
2026-08-18 08:17:44,sflib,STATUS,sfp_flickr module loaded.,2590
2026-08-18 08:17:44,sflib,STATUS,sfp_gleif module loaded.,2591
2026-08-18 08:17:44,sflib,STATUS,sfp_ipqualityscore module loaded.,2592
2026-08-18 08:17:44,sflib,STATUS,sfp_opennic module loaded.,2593
2026-08-18 08:17:44,sflib,STATUS,sfp_leakix module loaded.,2594
2026-08-18 08:17:45,sflib,STATUS,sfp_quad9 module loaded.,2595
2026-08-18 08:17:45,sflib,STATUS,sfp_ipstack module loaded.,2596
2026-08-18 08:17:45,sflib,STATUS,sfp_adblock module loaded.,2597
2026-08-18 08:17:45,sflib,STATUS,sfp_social module loaded.,2598
2026-08-18 08:17:45,sflib,STATUS,sfp_digitaloceanspace module loaded.,2599
2026-08-18 08:17:45,sflib,STATUS,sfp_botscout module loaded.,2600
2026-08-18 08:17:45,sflib,STATUS,sfp_abusech module loaded.,2601
2026-08-18 08:17:45,sflib,STATUS,sfp_adguard_dns module loaded.,2602
2026-08-18 08:17:45,sflib,STATUS,sfp_spyse module loaded.,2603
2026-08-18 08:17:45,sflib,STATUS,sfp_strangeheaders module loaded.,2604
2026-08-18 08:17:45,sflib,STATUS,sfp_focsec module loaded.,2605
2026-08-18 08:17:45,sflib,STATUS,sfp_ethereum module loaded.,2606
2026-08-18 08:17:45,sflib,STATUS,sfp_company module loaded.,2607
2026-08-18 08:17:45,sflib,STATUS,sfp_googlesafebrowsing module loaded.,2608
2026-08-18 08:17:45,sflib,STATUS,sfp_censys module loaded.,2609
2026-08-18 08:17:45,sflib,STATUS,sfp_socialprofiles module loaded.,2610
2026-08-18 08:17:45,sflib,STATUS,sfp_maltiverse module loaded.,2611
2026-08-18 08:17:45,sflib,STATUS,sfp_searchcode module loaded.,2612
2026-08-18 08:17:45,sflib,STATUS,sfp_emailcrawlr module loaded.,2613
2026-08-18 08:17:45,sflib,STATUS,sfp_abusix module loaded.,2614
2026-08-18 08:17:45,sflib,STATUS,sfp_webframework module loaded.,2615
2026-08-18 08:17:45,sflib,STATUS,sfp_pageinfo module loaded.,2616
2026-08-18 08:17:45,sflib,STATUS,sfp_twitter module loaded.,2617
2026-08-18 08:17:45,sflib,STATUS,sfp_threatcrowd module loaded.,2618
2026-08-18 08:17:45,sflib,STATUS,sfp_koodous module loaded.,2619
2026-08-18 08:17:45,sflib,STATUS,sfp_certspotter module loaded.,2620
2026-08-18 08:17:45,sflib,STATUS,sfp_googlemaps module loaded.,2621
2026-08-18 08:17:45,sflib,STATUS,sfp_countryname module loaded.,2622
2026-08-18 08:17:45,sflib,STATUS,sfp_errors module loaded.,2623
2026-08-18 08:17:45,sflib,STATUS,sfp_threatfox module loaded.,2624
2026-08-18 08:17:45,sflib,STATUS,sfp_surbl module loaded.,2625
2026-08-18 08:17:45,sflib,STATUS,sfp_jsonwhoiscom module loaded.,2626
2026-08-18 08:17:45,sflib,STATUS,sfp_emergingthreats module loaded.,2627
2026-08-18 08:17:45,sflib,STATUS,sfp_names module loaded.,2628
2026-08-18 08:17:45,sflib,STATUS,sfp_torexits module loaded.,2629
2026-08-18 08:17:45,sflib,STATUS,sfp_cloudflaredns module loaded.,2630
2026-08-18 08:17:45,sflib,STATUS,sfp_webserver module loaded.,2631
2026-08-18 08:17:45,sflib,STATUS,sfp_honeypot module loaded.,2632
2026-08-18 08:17:45,sflib,STATUS,sfp_skymem module loaded.,2633
2026-08-18 08:17:45,sflib,STATUS,sfp_base64 module loaded.,2634
2026-08-18 08:17:45,sflib,STATUS,sfp_googleobjectstorage module loaded.,2635
2026-08-18 08:17:45,sflib,STATUS,sfp_uceprotect module loaded.,2636
2026-08-18 08:17:45,sflib,STATUS,sfp__stor_db module loaded.,2637
2026-08-18 08:17:45,sflib,STATUS,sfp__stor_stdout module loaded.,2638
2026-08-18 08:17:45,sfp_c99,DEBUG,"Received event, USERNAME, from SpiderFoot UI",2639
2026-08-18 08:17:45,sfp_c99,ERROR,"You enabled sfp_c99, but did not set an API key!",2640
2026-08-18 08:17:45,sflib,ERROR,Please set up queues before starting module as thread,2641
2026-08-18 08:17:45,sfp__stor_db,DEBUG,Storing an event: ROOT,2642
2026-08-18 08:17:45,sfp_wikipediaedits,DEBUG,"Received event, USERNAME, from SpiderFoot UI",2643
2026-08-18 08:17:45,sflib,STATUS,"Fetching (GET): https://en.wikipedia.org/w/api.php?action=feedcontributions&user=XXX (proxy=None, user-agent=SpiderFoot, timeout=5, cookies=None)",2644
2026-08-18 08:17:45,sfp__stor_db,DEBUG,Storing an event: USERNAME,2645
2026-08-18 08:17:45,sfp_keybase,DEBUG,"Received event, USERNAME, from SpiderFoot UI",2646
2026-08-18 08:17:45,sflib,STATUS,"Fetching (GET): https://keybase.io/_/api/1.0/user/lookup.json?usernames=wwwislav (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=15, cookies=None)",2647
2026-08-18 08:17:45,sfp_venmo,DEBUG,"Received event, USERNAME, from SpiderFoot UI",2648
2026-08-18 08:17:45,sflib,STATUS,"Fetching (GET): https://api.venmo.com/v1/users/wwwislav (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",2649
2026-08-18 08:17:46,sflib,STATUS,Fetched https://en.wikipedia.org/w/api.php?action=feedcontributions&user=XXX (428 bytes in 0.4063081741333008s),2650
2026-08-18 08:17:46,sfp_github,DEBUG,"Received event, USERNAME, from SpiderFoot UI",2651
2026-08-18 08:17:46,sfp_github,DEBUG,Looking at wwwislav,2652
2026-08-18 08:17:46,sflib,STATUS,"Fetching (GET): https://api.github.com/search/repositories?q=wwwislav (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",2653
2026-08-18 08:17:46,sflib,STATUS,Fetched https://keybase.io/_/api/1.0/user/lookup.json?usernames=wwwislav (47 bytes in 0.5432331562042236s),2654
2026-08-18 08:17:46,sfp_sociallinks,DEBUG,"Received event, USERNAME, from SpiderFoot UI",2655
2026-08-18 08:17:46,sfp_sociallinks,ERROR,You enabled sfp_sociallinks but did not set an API key!,2656
2026-08-18 08:17:46,sflib,STATUS,Fetched https://api.venmo.com/v1/users/wwwislav (91 bytes in 0.5623338222503662s),2657
2026-08-18 08:17:46,sflib,STATUS,Fetched https://api.github.com/search/repositories?q=wwwislav (73 bytes in 0.6632797718048096s),2658
2026-08-18 08:17:46,sfp_github,DEBUG,No Github information for wwwislav,2659
2026-08-18 08:17:46,sflib,STATUS,"Fetching (GET): https://api.github.com/search/users?q=wwwislav (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",2660
2026-08-18 08:17:47,sflib,STATUS,Fetched https://api.github.com/search/users?q=wwwislav (73 bytes in 0.4828522205352783s),2661
2026-08-18 08:17:47,sfp_github,DEBUG,No Github information for wwwislav,2662
2026-08-18 08:17:47,sfp_venmo,DEBUG,wwwislav is not a valid Venmo username,2663
2026-08-18 08:17:48,sflib,STATUS,Running 37 correlation rules.,2664
2026-08-18 08:17:48,sflib,STATUS,Scan [0CEEC78E] completed.,2665
