Date,Component,Type,Event,Event ID
2026-08-18 09:09:11,sflib,STATUS,sfp_nameapi module loaded.,25217
2026-08-18 09:09:11,sflib,STATUS,sfp_stackoverflow module loaded.,25218
2026-08-18 09:09:11,sflib,STATUS,sfp_greynoise module loaded.,25219
2026-08-18 09:09:11,sflib,STATUS,sfp_builtwith module loaded.,25220
2026-08-18 09:09:11,sflib,STATUS,sfp_duckduckgo module loaded.,25221
2026-08-18 09:09:11,sfp_accounts,ERROR,Unable to parse social media accounts list: Extra data: line 1 column 4 (char 3),25222
2026-08-18 09:09:11,sflib,STATUS,sfp_accounts module loaded.,25223
2026-08-18 09:09:11,sflib,STATUS,sfp_cybercrimetracker module loaded.,25224
2026-08-18 09:09:11,sflib,STATUS,sfp_fortinet module loaded.,25225
2026-08-18 09:09:11,sflib,STATUS,sfp_seon module loaded.,25226
2026-08-18 09:09:11,sflib,STATUS,sfp_projectdiscovery module loaded.,25227
2026-08-18 09:09:11,sflib,STATUS,sfp_dns_for_family module loaded.,25228
2026-08-18 09:09:11,sfp_sublist3r,DEBUG,Setting up sfp_sublist3r,25229
2026-08-18 09:09:11,sflib,STATUS,sfp_sublist3r module loaded.,25230
2026-08-18 09:09:11,sflib,STATUS,sfp_dehashed module loaded.,25231
2026-08-18 09:09:11,sflib,STATUS,sfp_spider module loaded.,25232
2026-08-18 09:09:11,sflib,STATUS,sfp_ripe module loaded.,25233
2026-08-18 09:09:11,sflib,STATUS,sfp_dnsgrep module loaded.,25234
2026-08-18 09:09:11,sflib,STATUS,sfp_securitytrails module loaded.,25235
2026-08-18 09:09:11,sflib,STATUS,sfp_tool_snallygaster module loaded.,25236
2026-08-18 09:09:11,sflib,STATUS,sfp_webanalytics module loaded.,25237
2026-08-18 09:09:11,sflib,STATUS,sfp_cleanbrowsing module loaded.,25238
2026-08-18 09:09:11,sflib,STATUS,sfp_phishstats module loaded.,25239
2026-08-18 09:09:11,sflib,STATUS,sfp_opendns module loaded.,25240
2026-08-18 09:09:11,sflib,STATUS,sfp_debounce module loaded.,25241
2026-08-18 09:09:11,sflib,STATUS,sfp_bitcoinabuse module loaded.,25242
2026-08-18 09:09:11,sflib,STATUS,sfp_twilio module loaded.,25243
2026-08-18 09:09:11,sflib,STATUS,sfp_dnsdb module loaded.,25244
2026-08-18 09:09:11,sflib,STATUS,sfp_urlscan module loaded.,25245
2026-08-18 09:09:11,sflib,STATUS,sfp_grep_app module loaded.,25246
2026-08-18 09:09:11,sflib,STATUS,sfp_talosintel module loaded.,25247
2026-08-18 09:09:11,sflib,STATUS,sfp_s3bucket module loaded.,25248
2026-08-18 09:09:11,sflib,STATUS,sfp_c99 module loaded.,25249
2026-08-18 09:09:11,sflib,STATUS,sfp_open_passive_dns_database module loaded.,25250
2026-08-18 09:09:11,sflib,STATUS,sfp_commoncrawl module loaded.,25251
2026-08-18 09:09:11,sflib,STATUS,sfp_punkspider module loaded.,25252
2026-08-18 09:09:11,sflib,STATUS,sfp_blockchain module loaded.,25253
2026-08-18 09:09:11,sflib,STATUS,sfp_cleantalk module loaded.,25254
2026-08-18 09:09:11,sflib,STATUS,sfp_intfiles module loaded.,25255
2026-08-18 09:09:11,sflib,STATUS,sfp_textmagic module loaded.,25256
2026-08-18 09:09:11,sflib,STATUS,sfp_fraudguard module loaded.,25257
2026-08-18 09:09:11,sflib,STATUS,sfp_creditcard module loaded.,25258
2026-08-18 09:09:11,sflib,STATUS,sfp_alienvault module loaded.,25259
2026-08-18 09:09:11,sflib,STATUS,sfp_onioncity module loaded.,25260
2026-08-18 09:09:11,sflib,STATUS,sfp_neutrinoapi module loaded.,25261
2026-08-18 09:09:11,sflib,STATUS,sfp_shodan module loaded.,25262
2026-08-18 09:09:11,sflib,STATUS,sfp_opencorporates module loaded.,25263
2026-08-18 09:09:11,sflib,STATUS,sfp_torch module loaded.,25264
2026-08-18 09:09:11,sflib,STATUS,sfp_tool_testsslsh module loaded.,25265
2026-08-18 09:09:11,sflib,STATUS,sfp_networksdb module loaded.,25266
2026-08-18 09:09:11,sflib,STATUS,sfp_alienvaultiprep module loaded.,25267
2026-08-18 09:09:11,sflib,STATUS,sfp_whois module loaded.,25268
2026-08-18 09:09:11,sflib,STATUS,sfp_archiveorg module loaded.,25269
2026-08-18 09:09:11,sflib,STATUS,sfp_isc module loaded.,25270
2026-08-18 09:09:11,sflib,STATUS,sfp_robtex module loaded.,25271
2026-08-18 09:09:11,sflib,STATUS,sfp_callername module loaded.,25272
2026-08-18 09:09:11,sflib,STATUS,sfp_threatminer module loaded.,25273
2026-08-18 09:09:11,sflib,STATUS,sfp_zetalytics module loaded.,25274
2026-08-18 09:09:11,sflib,STATUS,sfp_numverify module loaded.,25275
2026-08-18 09:09:11,sflib,STATUS,sfp_recondev module loaded.,25276
2026-08-18 09:09:11,sflib,STATUS,sfp_spamhaus module loaded.,25277
2026-08-18 09:09:11,sflib,STATUS,sfp_hashes module loaded.,25278
2026-08-18 09:09:11,sflib,STATUS,sfp_similar module loaded.,25279
2026-08-18 09:09:11,sflib,STATUS,sfp_ipregistry module loaded.,25280
2026-08-18 09:09:11,sfp_dnsdumpster,DEBUG,Setting up sfp_dnsdumpster,25281
2026-08-18 09:09:11,sflib,STATUS,sfp_dnsdumpster module loaded.,25282
2026-08-18 09:09:11,sflib,STATUS,sfp_dnszonexfer module loaded.,25283
2026-08-18 09:09:11,sflib,STATUS,sfp_vxvault module loaded.,25284
2026-08-18 09:09:11,sflib,STATUS,sfp_tool_wafw00f module loaded.,25285
2026-08-18 09:09:11,sflib,STATUS,sfp_spamcop module loaded.,25286
2026-08-18 09:09:11,sflib,STATUS,sfp_tool_onesixtyone module loaded.,25287
2026-08-18 09:09:11,sflib,STATUS,sfp_ipapico module loaded.,25288
2026-08-18 09:09:11,sflib,STATUS,sfp_email module loaded.,25289
2026-08-18 09:09:11,sflib,STATUS,sfp_crxcavator module loaded.,25290
2026-08-18 09:09:11,sflib,STATUS,sfp_github module loaded.,25291
2026-08-18 09:09:11,sflib,STATUS,sfp_yandexdns module loaded.,25292
2026-08-18 09:09:11,sflib,STATUS,sfp_tool_dnstwist module loaded.,25293
2026-08-18 09:09:11,sflib,STATUS,sfp_apple_itunes module loaded.,25294
2026-08-18 09:09:11,sflib,STATUS,sfp_tool_retirejs module loaded.,25295
2026-08-18 09:09:11,sflib,STATUS,sfp_binaryedge module loaded.,25296
2026-08-18 09:09:11,sflib,STATUS,sfp_citadel module loaded.,25297
2026-08-18 09:09:11,sflib,STATUS,sfp_trumail module loaded.,25298
2026-08-18 09:09:11,sflib,STATUS,sfp_etherscan module loaded.,25299
2026-08-18 09:09:11,sflib,STATUS,sfp_psbdmp module loaded.,25300
2026-08-18 09:09:11,sflib,STATUS,sfp_venmo module loaded.,25301
2026-08-18 09:09:11,sflib,STATUS,sfp_phone module loaded.,25302
2026-08-18 09:09:11,sflib,STATUS,sfp_azureblobstorage module loaded.,25303
2026-08-18 09:09:11,sflib,STATUS,sfp_stevenblack_hosts module loaded.,25304
2026-08-18 09:09:11,sflib,STATUS,sfp_multiproxy module loaded.,25305
2026-08-18 09:09:11,sflib,STATUS,sfp_scylla module loaded.,25306
2026-08-18 09:09:11,sflib,STATUS,sfp_spur module loaded.,25307
2026-08-18 09:09:11,sflib,STATUS,sfp_crt module loaded.,25308
2026-08-18 09:09:11,sflib,STATUS,sfp_riskiq module loaded.,25309
2026-08-18 09:09:11,sflib,STATUS,sfp_h1nobbdde module loaded.,25310
2026-08-18 09:09:11,sflib,STATUS,sfp_circllu module loaded.,25311
2026-08-18 09:09:11,sflib,STATUS,sfp_hackertarget module loaded.,25312
2026-08-18 09:09:11,sflib,STATUS,sfp_googlesearch module loaded.,25313
2026-08-18 09:09:11,sflib,STATUS,sfp_bingsearch module loaded.,25314
2026-08-18 09:09:11,sflib,STATUS,sfp_badpackets module loaded.,25315
2026-08-18 09:09:11,sflib,STATUS,sfp_hostio module loaded.,25316
2026-08-18 09:09:11,sflib,STATUS,sfp_fullhunt module loaded.,25317
2026-08-18 09:09:12,sflib,STATUS,sfp_binstring module loaded.,25318
2026-08-18 09:09:12,sflib,STATUS,sfp_hunter module loaded.,25319
2026-08-18 09:09:12,sflib,STATUS,sfp_filemeta module loaded.,25320
2026-08-18 09:09:12,sflib,STATUS,sfp_comodo module loaded.,25321
2026-08-18 09:09:12,sflib,STATUS,sfp_pastebin module loaded.,25322
2026-08-18 09:09:12,sflib,STATUS,sfp_whoisology module loaded.,25323
2026-08-18 09:09:12,sflib,STATUS,sfp_slideshare module loaded.,25324
2026-08-18 09:09:12,sflib,STATUS,sfp_haveibeenpwned module loaded.,25325
2026-08-18 09:09:12,sflib,STATUS,sfp_xforce module loaded.,25326
2026-08-18 09:09:12,sflib,STATUS,sfp_voipbl module loaded.,25327
2026-08-18 09:09:12,sflib,STATUS,sfp_virustotal module loaded.,25328
2026-08-18 09:09:12,sflib,STATUS,sfp_abuseipdb module loaded.,25329
2026-08-18 09:09:12,sflib,STATUS,sfp_wigle module loaded.,25330
2026-08-18 09:09:12,sflib,STATUS,sfp_hybrid_analysis module loaded.,25331
2026-08-18 09:09:12,sflib,STATUS,sfp_portscan_tcp module loaded.,25332
2026-08-18 09:09:12,sflib,STATUS,sfp_pgp module loaded.,25333
2026-08-18 09:09:12,sflib,STATUS,sfp_wikipediaedits module loaded.,25334
2026-08-18 09:09:12,sflib,STATUS,sfp_dronebl module loaded.,25335
2026-08-18 09:09:12,sflib,STATUS,sfp_openphish module loaded.,25336
2026-08-18 09:09:12,sflib,STATUS,sfp_dnsneighbor module loaded.,25337
2026-08-18 09:09:12,sflib,STATUS,sfp_gravatar module loaded.,25338
2026-08-18 09:09:12,sflib,STATUS,sfp_myspace module loaded.,25339
2026-08-18 09:09:12,sflib,STATUS,sfp_emailrep module loaded.,25340
2026-08-18 09:09:12,sflib,STATUS,sfp_flickr module loaded.,25341
2026-08-18 09:09:12,sflib,STATUS,sfp_darksearch module loaded.,25342
2026-08-18 09:09:12,sflib,STATUS,sfp_gleif module loaded.,25343
2026-08-18 09:09:12,sflib,STATUS,sfp_ipqualityscore module loaded.,25344
2026-08-18 09:09:12,sflib,STATUS,sfp_opennic module loaded.,25345
2026-08-18 09:09:12,sflib,STATUS,sfp_leakix module loaded.,25346
2026-08-18 09:09:12,sflib,STATUS,sfp_quad9 module loaded.,25347
2026-08-18 09:09:12,sflib,STATUS,sfp_ipstack module loaded.,25348
2026-08-18 09:09:12,sflib,STATUS,sfp_adblock module loaded.,25349
2026-08-18 09:09:12,sflib,STATUS,sfp_social module loaded.,25350
2026-08-18 09:09:12,sflib,STATUS,sfp_dnscommonsrv module loaded.,25351
2026-08-18 09:09:12,sflib,STATUS,sfp_digitaloceanspace module loaded.,25352
2026-08-18 09:09:12,sflib,STATUS,sfp_botscout module loaded.,25353
2026-08-18 09:09:12,sflib,STATUS,sfp_abusech module loaded.,25354
2026-08-18 09:09:12,sflib,STATUS,sfp_adguard_dns module loaded.,25355
2026-08-18 09:09:12,sflib,STATUS,sfp_spyse module loaded.,25356
2026-08-18 09:09:12,sflib,STATUS,sfp_ahmia module loaded.,25357
2026-08-18 09:09:12,sflib,STATUS,sfp_strangeheaders module loaded.,25358
2026-08-18 09:09:12,sflib,STATUS,sfp_focsec module loaded.,25359
2026-08-18 09:09:12,sflib,STATUS,sfp_ethereum module loaded.,25360
2026-08-18 09:09:12,sflib,STATUS,sfp_company module loaded.,25361
2026-08-18 09:09:12,sflib,STATUS,sfp_googlesafebrowsing module loaded.,25362
2026-08-18 09:09:12,sflib,STATUS,sfp_censys module loaded.,25363
2026-08-18 09:09:12,sflib,STATUS,sfp_socialprofiles module loaded.,25364
2026-08-18 09:09:12,sflib,STATUS,sfp_tool_trufflehog module loaded.,25365
2026-08-18 09:09:12,sflib,STATUS,sfp_maltiverse module loaded.,25366
2026-08-18 09:09:12,sflib,STATUS,sfp_searchcode module loaded.,25367
2026-08-18 09:09:12,sflib,STATUS,sfp_emailcrawlr module loaded.,25368
2026-08-18 09:09:12,sflib,STATUS,sfp_abusix module loaded.,25369
2026-08-18 09:09:12,sflib,STATUS,sfp_webframework module loaded.,25370
2026-08-18 09:09:12,sfp_subdomain_takeover,ERROR,Unable to parse subdomain takeover fingerprints list: Extra data: line 1 column 4 (char 3),25371
2026-08-18 09:09:12,sflib,STATUS,sfp_subdomain_takeover module loaded.,25372
2026-08-18 09:09:12,sflib,STATUS,sfp_pageinfo module loaded.,25373
2026-08-18 09:09:12,sflib,STATUS,sfp_twitter module loaded.,25374
2026-08-18 09:09:12,sflib,STATUS,sfp_threatcrowd module loaded.,25375
2026-08-18 09:09:12,sflib,STATUS,sfp_koodous module loaded.,25376
2026-08-18 09:09:12,sflib,STATUS,sfp_certspotter module loaded.,25377
2026-08-18 09:09:12,sflib,STATUS,sfp_googlemaps module loaded.,25378
2026-08-18 09:09:12,sflib,STATUS,sfp_countryname module loaded.,25379
2026-08-18 09:09:12,sflib,STATUS,sfp_errors module loaded.,25380
2026-08-18 09:09:12,sflib,STATUS,sfp_threatfox module loaded.,25381
2026-08-18 09:09:12,sflib,STATUS,sfp_surbl module loaded.,25382
2026-08-18 09:09:12,sflib,STATUS,sfp_jsonwhoiscom module loaded.,25383
2026-08-18 09:09:12,sflib,STATUS,sfp_emergingthreats module loaded.,25384
2026-08-18 09:09:12,sflib,STATUS,sfp_tool_whatweb module loaded.,25385
2026-08-18 09:09:13,sflib,STATUS,sfp_names module loaded.,25386
2026-08-18 09:09:13,sflib,STATUS,sfp_torexits module loaded.,25387
2026-08-18 09:09:13,sflib,STATUS,sfp_tool_nmap module loaded.,25388
2026-08-18 09:09:13,sflib,STATUS,sfp_cloudflaredns module loaded.,25389
2026-08-18 09:09:13,sflib,STATUS,sfp_webserver module loaded.,25390
2026-08-18 09:09:13,sflib,STATUS,sfp_honeypot module loaded.,25391
2026-08-18 09:09:13,sflib,STATUS,sfp_skymem module loaded.,25392
2026-08-18 09:09:13,sflib,STATUS,sfp_base64 module loaded.,25393
2026-08-18 09:09:13,sflib,STATUS,sfp_tool_nuclei module loaded.,25394
2026-08-18 09:09:13,sflib,STATUS,sfp_googleobjectstorage module loaded.,25395
2026-08-18 09:09:13,sflib,STATUS,sfp_uceprotect module loaded.,25396
2026-08-18 09:09:13,sflib,STATUS,sfp_junkfiles module loaded.,25397
2026-08-18 09:09:13,sflib,STATUS,sfp__stor_db module loaded.,25398
2026-08-18 09:09:13,sflib,STATUS,sfp__stor_stdout module loaded.,25399
2026-08-18 09:09:13,sfp_abuseipdb,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25400
2026-08-18 09:09:13,sfp_abuseipdb,DEBUG,Checking maliciousness of IP address 10.10.10.201 with AbuseIPDB,25401
2026-08-18 09:09:13,sfp_dnsdb,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25402
2026-08-18 09:09:13,sfp_dnsdb,ERROR,You enabled sfp_dnsdb but did not set an API key!,25403
2026-08-18 09:09:13,sfp_greynoise,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25404
2026-08-18 09:09:13,sfp_greynoise,DEBUG,Querying GreyNoise for IP: 10.10.10.201,25405
2026-08-18 09:09:13,sflib,STATUS,"Fetching (GET): https://api.greynoise.io/v2/noise/context/10.10.10.201 (proxy=None, user-agent=greynoise-spiderfoot-v1.1.0, timeout=5, cookies=None)",25406
2026-08-18 09:09:13,sfp_shodan,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25407
2026-08-18 09:09:13,sflib,STATUS,"Fetching (GET): https://api.shodan.io/shodan/host/10.10.10.201?key=XXX (proxy=None, user-agent=SpiderFoot, timeout=5, cookies=None)",25408
2026-08-18 09:09:13,sfp_dronebl,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25409
2026-08-18 09:09:13,sfp_dronebl,DEBUG,Checking DroneBL blacklist: 201.10.10.10.dnsbl.dronebl.org,25410
2026-08-18 09:09:13,sflib,ERROR,Please set up queues before starting module as thread,25411
2026-08-18 09:09:13,sfp__stor_db,DEBUG,Storing an event: ROOT,25412
2026-08-18 09:09:13,sfp__stor_db,DEBUG,Storing an event: IP_ADDRESS,25413
2026-08-18 09:09:13,sfp_focsec,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25414
2026-08-18 09:09:13,sfp_focsec,ERROR,You enabled sfp_focsec but did not set an API key!,25415
2026-08-18 09:09:13,sfp_seon,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25416
2026-08-18 09:09:13,sfp_seon,ERROR,You enabled sfp_seon but did not set an API key!,25417
2026-08-18 09:09:13,sfp_neutrinoapi,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25418
2026-08-18 09:09:13,sfp_neutrinoapi,ERROR,You enabled sfp_neutrinoapi but did not set an API key!,25419
2026-08-18 09:09:13,sfp_circllu,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25420
2026-08-18 09:09:13,sfp_circllu,ERROR,You enabled sfp_circllu but did not set an credentials!,25421
2026-08-18 09:09:13,sfp_ipregistry,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25422
2026-08-18 09:09:13,sfp_ipregistry,ERROR,You enabled sfp_ipregistry but did not set an API key!,25423
2026-08-18 09:09:13,sfp_censys,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25424
2026-08-18 09:09:13,sfp_censys,ERROR,You enabled sfp_censys but did not set an API uid/secret!,25425
2026-08-18 09:09:13,sfp_alienvaultiprep,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25426
2026-08-18 09:09:13,sfp_alienvaultiprep,DEBUG,Checking maliciousness of 10.10.10.201 (IP_ADDRESS) with AlienVault IP Reputation Database,25427
2026-08-18 09:09:13,sfp_c99,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25428
2026-08-18 09:09:13,sfp_c99,ERROR,"You enabled sfp_c99, but did not set an API key!",25429
2026-08-18 09:09:13,sfp_ipstack,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25430
2026-08-18 09:09:13,sfp_ipstack,ERROR,You enabled sfp_ipstack but did not set an API key!,25431
2026-08-18 09:09:13,sfp_surbl,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25432
2026-08-18 09:09:13,sfp_surbl,DEBUG,Checking SURBL blacklist: 201.10.10.10.multi.surbl.org,25433
2026-08-18 09:09:13,sflib,STATUS,Fetched https://api.shodan.io/shodan/host/10.10.10.201?key=XXX (52 bytes in 0.516627311706543s),25434
2026-08-18 09:09:14,sflib,STATUS,Fetched https://api.greynoise.io/v2/noise/context/10.10.10.201 (26 bytes in 0.7190990447998047s),25435
2026-08-18 09:09:14,sflib,STATUS,"Fetching (GET): https://api.greynoise.io/v2/riot/10.10.10.201 (proxy=None, user-agent=greynoise-spiderfoot-v1.1.0, timeout=5, cookies=None)",25436
2026-08-18 09:09:14,sflib,STATUS,Fetched https://api.greynoise.io/v2/riot/10.10.10.201 (26 bytes in 0.6792941093444824s),25437
2026-08-18 09:09:14,sfp_greynoise,ERROR,Greynoise API key seems to have been rejected or you have exceeded usage limits.,25438
2026-08-18 09:09:14,sfp_emergingthreats,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25439
2026-08-18 09:09:14,sfp_emergingthreats,DEBUG,Checking maliciousness of 10.10.10.201 with EmergingThreats.net,25440
2026-08-18 09:09:14,sfp_threatfox,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25441
2026-08-18 09:09:14,sflib,STATUS,"Fetching (POST): https://threatfox-api.abuse.ch/api/v1/ (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",25442
2026-08-18 09:09:14,sfp_shodan,ERROR,Error returned from SHODAN: Requires membership or higher to access,25443
2026-08-18 09:09:14,sfp_torexits,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25444
2026-08-18 09:09:15,sfp_tool_nmap,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25445
2026-08-18 09:09:15,sfp_tool_nmap,ERROR,You enabled sfp_tool_nmap but did not set a path to the tool!,25446
2026-08-18 09:09:15,sfp_honeypot,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25447
2026-08-18 09:09:15,sfp_honeypot,ERROR,You enabled sfp_honeypot but did not set an API key!,25448
2026-08-18 09:09:15,sfp_abusix,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25449
2026-08-18 09:09:15,sfp_abusix,ERROR,You enabled sfp_abusix but did not set an API key!,25450
2026-08-18 09:09:15,sfp_fraudguard,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25451
2026-08-18 09:09:15,sfp_fraudguard,ERROR,You enabled sfp_fraudguard but did not set an API username/password!,25452
2026-08-18 09:09:15,sfp_abusech,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25453
2026-08-18 09:09:15,sfp_abusech,DEBUG,Checking maliciousness of 10.10.10.201 (IP_ADDRESS) with Abuse.ch Feodo Tracker,25454
2026-08-18 09:09:15,sfp_abusech,DEBUG,Checking maliciousness of 10.10.10.201 (IP_ADDRESS) with Abuse.ch SSL Blacklist,25455
2026-08-18 09:09:15,sfp_abusech,DEBUG,Checking maliciousness of 10.10.10.201 (IP_ADDRESS) with Abuse.ch URL Haus,25456
2026-08-18 09:09:15,sfp_spur,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25457
2026-08-18 09:09:15,sfp_spur,ERROR,You enabled sfp_spur but did not set an API key!,25458
2026-08-18 09:09:15,sfp_googlesafebrowsing,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25459
2026-08-18 09:09:15,sfp_googlesafebrowsing,ERROR,You enabled sfp_googlesafebrowsing but did not set an API key!,25460
2026-08-18 09:09:15,sfp_ipapico,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25461
2026-08-18 09:09:15,sflib,STATUS,"Fetching (GET): https://ipapi.co/10.10.10.201/json/ (proxy=None, user-agent=Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:62.0) Gecko/20100101 Firefox/62.0, timeout=5, cookies=None)",25462
2026-08-18 09:09:15,sflib,STATUS,Fetched https://threatfox-api.abuse.ch/api/v1/ (25 bytes in 0.38065218925476074s),25463
2026-08-18 09:09:15,sflib,STATUS,Fetched https://ipapi.co/10.10.10.201/json/ (5602 bytes in 0.31609463691711426s),25464
2026-08-18 09:09:16,sfp_threatfox,ERROR,Unexpected reply from ThreatFox: 401,25465
2026-08-18 09:09:16,sfp_fortinet,DEBUG,"Received event, IP_ADDRESS, from SpiderFoot UI",25466
